[2023-04-13T11:36:25+07:00] | {"tag":"REQ","from":"::1","method":"POST","endpoint":"/api/auth/admin/login","time":"2023-04-13T11:36:25+07:00"}
[2023-04-13T12:22:17+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:17+07:00","responseTime":"1 ms"}
[2023-04-13T12:22:17+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:17+07:00"}
[2023-04-13T12:22:17+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:17+07:00","responseTime":"0 ms"}
[2023-04-13T12:22:30+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:30+07:00"}
[2023-04-13T12:22:30+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:30+07:00","responseTime":"0 ms"}
[2023-04-13T12:22:31+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:31+07:00"}
[2023-04-13T12:22:31+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:31+07:00","responseTime":"1 ms"}
[2023-04-13T12:22:31+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:31+07:00"}
[2023-04-13T12:22:31+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:31+07:00","responseTime":"1 ms"}
[2023-04-13T12:22:31+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:31+07:00"}
[2023-04-13T12:22:31+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:31+07:00","responseTime":"1 ms"}
[2023-04-13T12:22:31+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:31+07:00"}
[2023-04-13T12:22:31+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:31+07:00","responseTime":"0 ms"}
[2023-04-13T12:22:45+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:45+07:00"}
[2023-04-13T12:22:45+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:22:45+07:00","responseTime":"2 ms"}
[2023-04-13T12:23:36+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:23:36+07:00"}
[2023-04-13T12:23:36+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:23:36+07:00","responseTime":"1 ms"}
[2023-04-13T12:23:40+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:23:40+07:00"}
[2023-04-13T12:23:40+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:23:40+07:00","responseTime":"1 ms"}
[2023-04-13T12:23:40+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:23:40+07:00"}
[2023-04-13T12:23:40+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:23:40+07:00","responseTime":"0 ms"}
[2023-04-13T12:23:42+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:23:42+07:00"}
[2023-04-13T12:23:42+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:23:42+07:00","responseTime":"1 ms"}
[2023-04-13T12:23:42+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:23:42+07:00"}
[2023-04-13T12:23:42+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:23:42+07:00","responseTime":"1 ms"}
[2023-04-13T12:24:17+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:17+07:00"}
[2023-04-13T12:24:17+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:17+07:00","responseTime":"0 ms"}
[2023-04-13T12:24:17+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:17+07:00"}
[2023-04-13T12:24:17+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:17+07:00","responseTime":"0 ms"}
[2023-04-13T12:24:18+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:18+07:00"}
[2023-04-13T12:24:18+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:18+07:00","responseTime":"0 ms"}
[2023-04-13T12:24:18+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:18+07:00"}
[2023-04-13T12:24:18+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:18+07:00","responseTime":"0 ms"}
[2023-04-13T12:24:24+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:24+07:00"}
[2023-04-13T12:24:24+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:24+07:00","responseTime":"0 ms"}
[2023-04-13T12:24:25+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:25+07:00"}
[2023-04-13T12:24:25+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:25+07:00","responseTime":"0 ms"}
[2023-04-13T12:24:30+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:30+07:00"}
[2023-04-13T12:24:30+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:30+07:00","responseTime":"0 ms"}
[2023-04-13T12:24:30+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:30+07:00"}
[2023-04-13T12:24:30+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:30+07:00","responseTime":"0 ms"}
[2023-04-13T12:24:31+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:31+07:00"}
[2023-04-13T12:24:31+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:31+07:00","responseTime":"1 ms"}
[2023-04-13T12:24:31+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:31+07:00"}
[2023-04-13T12:24:31+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:24:31+07:00","responseTime":"1 ms"}
[2023-04-13T12:25:03+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:03+07:00"}
[2023-04-13T12:25:03+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:03+07:00","responseTime":"0 ms"}
[2023-04-13T12:25:04+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:04+07:00"}
[2023-04-13T12:25:04+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:04+07:00","responseTime":"1 ms"}
[2023-04-13T12:25:04+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:04+07:00"}
[2023-04-13T12:25:04+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:04+07:00","responseTime":"1 ms"}
[2023-04-13T12:25:11+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:11+07:00"}
[2023-04-13T12:25:11+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:11+07:00","responseTime":"0 ms"}
[2023-04-13T12:25:11+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:11+07:00"}
[2023-04-13T12:25:11+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:11+07:00","responseTime":"1 ms"}
[2023-04-13T12:25:12+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:12+07:00"}
[2023-04-13T12:25:12+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:12+07:00","responseTime":"1 ms"}
[2023-04-13T12:25:12+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:12+07:00"}
[2023-04-13T12:25:12+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:25:12+07:00","responseTime":"0 ms"}
[2023-04-13T12:26:08+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:08+07:00"}
[2023-04-13T12:26:08+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:08+07:00","responseTime":"1 ms"}
[2023-04-13T12:26:08+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:08+07:00"}
[2023-04-13T12:26:08+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:08+07:00","responseTime":"1 ms"}
[2023-04-13T12:26:10+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:10+07:00"}
[2023-04-13T12:26:10+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:10+07:00","responseTime":"0 ms"}
[2023-04-13T12:26:10+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:10+07:00"}
[2023-04-13T12:26:10+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:10+07:00","responseTime":"0 ms"}
[2023-04-13T12:26:22+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:22+07:00"}
[2023-04-13T12:26:22+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:22+07:00","responseTime":"1 ms"}
[2023-04-13T12:26:22+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:22+07:00"}
[2023-04-13T12:26:22+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:22+07:00","responseTime":"1 ms"}
[2023-04-13T12:26:24+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:24+07:00"}
[2023-04-13T12:26:24+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:24+07:00","responseTime":"0 ms"}
[2023-04-13T12:26:24+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:24+07:00"}
[2023-04-13T12:26:24+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:26:24+07:00","responseTime":"1 ms"}
[2023-04-13T12:28:03+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:28:03+07:00"}
[2023-04-13T12:28:03+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:28:03+07:00","responseTime":"0 ms"}
[2023-04-13T12:28:04+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:28:04+07:00"}
[2023-04-13T12:28:04+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:28:04+07:00","responseTime":"1 ms"}
[2023-04-13T12:29:15+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:15+07:00"}
[2023-04-13T12:29:15+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:15+07:00","responseTime":"16 ms"}
[2023-04-13T12:29:15+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:15+07:00"}
[2023-04-13T12:29:15+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:15+07:00","responseTime":"4 ms"}
[2023-04-13T12:29:45+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:45+07:00"}
[2023-04-13T12:29:45+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:45+07:00","responseTime":"6 ms"}
[2023-04-13T12:29:45+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:45+07:00"}
[2023-04-13T12:29:45+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:45+07:00","responseTime":"2 ms"}
[2023-04-13T12:29:57+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:57+07:00"}
[2023-04-13T12:29:57+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:57+07:00","responseTime":"6 ms"}
[2023-04-13T12:29:57+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:57+07:00"}
[2023-04-13T12:29:57+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:29:57+07:00","responseTime":"2 ms"}
[2023-04-13T12:30:39+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/products/admin/get-all-data","time":"2023-04-13T12:30:39+07:00"}
[2023-04-13T12:30:39+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/products/admin/get-all-data","time":"2023-04-13T12:30:39+07:00","responseTime":"149 ms"}
[2023-04-13T12:30:56+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/products/admin/get-all-data","time":"2023-04-13T12:30:56+07:00"}
[2023-04-13T12:30:56+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/products/admin/get-all-data","time":"2023-04-13T12:30:56+07:00","responseTime":"84 ms"}
[2023-04-13T12:31:32+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:31:32+07:00"}
[2023-04-13T12:31:32+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:31:32+07:00","responseTime":"6 ms"}
[2023-04-13T12:31:55+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:31:55+07:00"}
[2023-04-13T12:31:55+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:31:55+07:00","responseTime":"4 ms"}
[2023-04-13T12:31:55+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:31:55+07:00"}
[2023-04-13T12:31:55+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:31:55+07:00","responseTime":"4 ms"}
[2023-04-13T12:32:41+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:32:41+07:00"}
[2023-04-13T12:32:41+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:32:41+07:00","responseTime":"13 ms"}
[2023-04-13T12:32:41+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:32:41+07:00"}
[2023-04-13T12:32:41+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:32:41+07:00","responseTime":"16 ms"}
[2023-04-13T12:33:50+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:33:50+07:00"}
[2023-04-13T12:33:50+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:33:50+07:00","responseTime":"5 ms"}
[2023-04-13T12:33:50+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:33:50+07:00"}
[2023-04-13T12:33:50+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:33:50+07:00","responseTime":"3 ms"}
[2023-04-13T12:34:29+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:34:29+07:00"}
[2023-04-13T12:34:29+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:34:29+07:00","responseTime":"4 ms"}
[2023-04-13T12:34:41+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:34:41+07:00"}
[2023-04-13T12:34:41+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:34:41+07:00","responseTime":"12 ms"}
[2023-04-13T12:35:04+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:35:04+07:00"}
[2023-04-13T12:35:04+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:35:04+07:00","responseTime":"2 ms"}
[2023-04-13T12:35:07+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:35:07+07:00"}
[2023-04-13T12:35:07+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:35:07+07:00","responseTime":"2 ms"}
[2023-04-13T12:35:07+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:35:07+07:00"}
[2023-04-13T12:35:07+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:35:07+07:00","responseTime":"1 ms"}
[2023-04-13T12:35:21+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:35:21+07:00"}
[2023-04-13T12:35:21+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:35:21+07:00","responseTime":"4 ms"}
[2023-04-13T12:36:01+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:36:01+07:00"}
[2023-04-13T12:36:01+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:36:01+07:00","responseTime":"2 ms"}
[2023-04-13T12:36:33+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:36:33+07:00"}
[2023-04-13T12:36:33+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:36:33+07:00","responseTime":"3 ms"}
[2023-04-13T12:36:34+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:36:34+07:00"}
[2023-04-13T12:36:34+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:36:34+07:00","responseTime":"2 ms"}
[2023-04-13T12:37:12+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:37:12+07:00"}
[2023-04-13T12:37:12+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:37:12+07:00","responseTime":"2 ms"}
[2023-04-13T12:38:00+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:38:00+07:00"}
[2023-04-13T12:38:00+07:00] | {"tag":"RES","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:38:00+07:00","responseTime":"10 ms"}
[2023-04-13T12:38:00+07:00] | {"tag":"REQ","from":"::1","method":"GET","endpoint":"/api/auth/authtoken","time":"2023-04-13T12:38:00+07:00"}
